TPU_ID,YEAR,nearest_mtr_distance,nearest_mtr_station,nearest_mtr_lat,nearest_mtr_lon,mtr_stations_count,has_mtr_station,mtr_proximity_category,within_500m_buffer,within_1000m_buffer,within_2000m_buffer
214,2006,198.78016494330734,East Tsim Sha Tsui,22.295195,114.174446,0,False,Very Close (<500m),True,True,True
294,2006,185.86856554688157,Kwun Tong,22.311559,114.227765,0,False,Very Close (<500m),True,True,True
264,2006,411.1289645773921,Cheung Sha Wan,22.3354,114.1563,0,False,Very Close (<500m),True,True,True
266,2006,123.26305833356835,Sham Shui Po,22.330141,114.163247,0,False,Very Close (<500m),True,True,True
264,2006,364.0794540638481,Cheung Sha Wan,22.3354,114.1563,0,False,Very Close (<500m),True,True,True
234,2006,708.6700428444508,Mong Kok,22.321624,114.172537,0,False,Close (500-1000m),False,True,True
265,2006,398.3248181938027,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
243,2006,474.9550101725003,Ho Man Tin,22.308953,114.181612,0,False,Very Close (<500m),True,True,True
624,2006,339.07294352693845,Sheung Shui,22.5012,114.128,0,False,Very Close (<500m),True,True,True
264,2006,435.75426927845285,Cheung Sha Wan,22.3354,114.1563,0,False,Very Close (<500m),True,True,True
294,2006,410.4452708335102,Ngau Tau Kok,22.3154,114.2193,0,False,Very Close (<500m),True,True,True
264,2006,338.952691645,Cheung Sha Wan,22.3354,114.1563,0,False,Very Close (<500m),True,True,True
264,2006,367.69135336051846,Cheung Sha Wan,22.3354,114.1563,0,False,Very Close (<500m),True,True,True
