TPU_ID,YEAR,nearest_mtr_distance,nearest_mtr_station,nearest_mtr_lat,nearest_mtr_lon,mtr_stations_count,has_mtr_station,mtr_proximity_category,within_500m_buffer,within_1000m_buffer,within_2000m_buffer
254,2021,573.6030883936032,Olympic,22.3178,114.1602,0,False,Close (500-1000m),True,True,True
254,2021,528.9796259319202,Olympic,22.3178,114.1602,0,False,Close (500-1000m),True,True,True
335,2021,4462.450828935946,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
350,2021,1787.777751203744,Tsing Yi,22.360206,114.107587,0,False,Moderate (1-2km),False,False,True
350,2021,1978.9066114527202,Tsing Yi,22.360206,114.107587,0,False,Moderate (1-2km),False,False,True
351,2021,1603.836867681603,Tsing Yi,22.360206,114.107587,0,False,Moderate (1-2km),False,False,True
351,2021,1958.6759856632962,Tsing Yi,22.360206,114.107587,0,False,Moderate (1-2km),False,False,True
336,2021,3920.2878292631367,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
336,2021,3576.8995455134045,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
336,2021,2961.348441477164,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
336,2021,4029.459463259024,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
336,2021,3746.558599173894,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
335,2021,4787.874265567718,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
335,2021,5012.889469275184,Tsing Yi,22.360206,114.107587,0,False,Far (>2km),False,False,False
335,2021,4504.777140689645,Sunny Bay,22.33285,114.028222,0,False,Far (>2km),False,False,False
332,2021,3411.0709676343145,Tsuen Wan West,22.36755,114.11098,0,False,Far (>2km),False,False,False
335,2021,4136.54594716862,Tsing Yi,22.360206,114.107587,0,False,Far (>2km),False,False,False
266,2021,449.98763091377634,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
324,2021,481.3470285815265,Tsuen Wan,22.3736,114.1178,0,False,Very Close (<500m),True,True,True
324,2021,503.1154103468505,Tai Wo Hau,22.371129,114.126303,0,False,Close (500-1000m),True,True,True
255,2021,116.6215841672629,Nam Cheong,22.32829,114.1538,1,True,Very Close (<500m),True,True,True
255,2021,233.9783475387086,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
255,2021,313.06235192019653,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
255,2021,331.865593857242,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
265,2021,388.9361210093258,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
532,2021,3811.817700950456,Kam Sheung Road,22.4348,114.0634,0,False,Far (>2km),False,False,False
328,2021,487.5902817771404,Kwai Fong,22.3569,114.1279,0,False,Very Close (<500m),True,True,True
328,2021,472.724919729021,Lai King,22.3484,114.1261,0,False,Very Close (<500m),True,True,True
328,2021,345.8558746208217,Kwai Fong,22.3569,114.1279,0,False,Very Close (<500m),True,True,True
265,2021,343.599458943051,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
265,2021,361.79139772645846,Nam Cheong,22.32829,114.1538,0,False,Very Close (<500m),True,True,True
266,2021,595.3235976020854,Sham Shui Po,22.330141,114.163247,0,False,Close (500-1000m),True,True,True
254,2021,657.6045261806729,Nam Cheong,22.32829,114.1538,0,False,Close (500-1000m),False,True,True
255,2021,649.2806795482011,Olympic,22.3178,114.1602,0,False,Close (500-1000m),False,True,True
254,2021,411.4389139395055,Olympic,22.3178,114.1602,0,False,Very Close (<500m),True,True,True
255,2021,594.6829558503243,Nam Cheong,22.32829,114.1538,0,False,Close (500-1000m),True,True,True
